,question_text,subject,topic,avg_score,correct_percentage,num_students_attempted,num_students_correct,time_taken_minutes,bloom_level,difficulty
589,How does SQL Queries affect the overall outcome of the process? Explain.,Computer Science,SQL Queries,69.4,0.69,361.0,250.0,5.0,Analyze,Medium
590,Mention the main components of Python Lists and Tuples.,Computer Science,Python Lists and Tuples,77.4,0.77,346.0,267.0,3.0,Remember,Easy
592,Design an experiment to demonstrate the properties of Boolean Algebra.,Computer Science,Boolean Algebra,35.2,0.35,425.0,149.0,11.0,Create,Hard
594,Analyze the impact of HTML/CSS Structure on the Indian economy over the last decade.,Computer Science,HTML/CSS Structure,33.4,0.33,426.0,142.0,10.0,Evaluate,Hard
595,How does Electric Current and Circuits affect the overall outcome of the process? Explain.,Physics,Electric Current and Circuits,64.0,0.64,449.0,287.0,5.0,Analyze,Medium
596,State the law of Reflection and Refraction.,Physics,Reflection and Refraction,79.7,0.8,170.0,135.0,2.0,Remember,Easy
600,Discuss the challenges faced during the implementation of Work and Energy in a developing country.,Physics,Work and Energy,41.8,0.42,276.0,115.0,19.0,Evaluate,Hard
601,Why is Gravitation considered essential for the functioning of the system?,Physics,Gravitation,66.1,0.66,172.0,113.0,7.0,Analyze,Medium
604,Discuss the challenges faced during the implementation of Coordinate Geometry in a developing country.,Mathematics,Coordinate Geometry,17.0,0.17,301.0,51.0,11.0,Evaluate,Hard
609,Critically examine the role of Life Processes in the current socio-political scenario.,Biology,Life Processes,16.5,0.17,168.0,27.0,13.0,Evaluate,Hard
613,Mention the main components of Cell Structure and Functions.,Biology,Cell Structure and Functions,91.9,0.92,462.0,424.0,3.0,Remember,Easy
614,Suggest three measures to improve the efficiency of Tissues.,Biology,Tissues,37.6,0.38,373.0,140.0,11.0,Create,Hard
621,Discuss the challenges faced during the implementation of Structure of the Atom in a developing country.,Chemistry,Structure of the Atom,20.1,0.2,308.0,61.0,15.0,Evaluate,Hard
623,State the law of Nationalism in India.,History,Nationalism in India,83.6,0.84,434.0,362.0,2.0,Remember,Easy
626,How does Print Culture and the Modern World affect the overall outcome of the process? Explain.,History,Print Culture and the Modern World,59.1,0.59,416.0,245.0,8.0,Analyze,Medium
633,Define the term Sectors of the Indian Economy. Mention its SI unit.,Economics,Sectors of the Indian Economy,71.3,0.71,323.0,230.0,2.0,Remember,Easy
634,Why is Money and Credit considered essential for the functioning of the system?,Economics,Money and Credit,68.9,0.69,346.0,238.0,6.0,Analyze,Medium
635,Suggest three measures to improve the efficiency of Globalization and the Indian Economy.,Economics,Globalization and the Indian Economy,39.2,0.39,362.0,141.0,16.0,Create,Hard
638,Define the term SQL Queries. Mention its SI unit.,Computer Science,SQL Queries,85.9,0.86,392.0,336.0,2.0,Remember,Easy
641,Suggest three measures to improve the efficiency of Boolean Algebra.,Computer Science,Boolean Algebra,42.2,0.42,200.0,84.0,19.0,Create,Hard
642,Explain the process of Cyber Safety with the help of a labeled diagram.,Computer Science,Cyber Safety,48.2,0.48,374.0,180.0,5.0,Apply,Medium
644,"In the context of Electric Current and Circuits, evaluate the statement: 'Prevention is better than cure.'",Physics,Electric Current and Circuits,27.3,0.27,436.0,119.0,16.0,Evaluate,Hard
653,Analyze the impact of Coordinate Geometry on the Indian economy over the last decade.,Mathematics,Coordinate Geometry,18.1,0.18,354.0,64.0,18.0,Evaluate,Hard
654,Calculate the value of Surface Areas and Volumes given the standard parameters.,Mathematics,Surface Areas and Volumes,52.7,0.53,408.0,214.0,9.0,Apply,Medium
656,Write any two characteristics of Linear Equations in Two Variables.,Mathematics,Linear Equations in Two Variables,82.8,0.83,301.0,249.0,2.0,Understand,Easy
659,Critically examine the role of Control and Coordination in the current socio-political scenario.,Biology,Control and Coordination,44.0,0.44,151.0,66.0,14.0,Evaluate,Hard
660,Discuss the challenges faced during the implementation of Heredity and Evolution in a developing country.,Biology,Heredity and Evolution,28.3,0.28,341.0,96.0,17.0,Evaluate,Hard
662,Analyze the impact of Cell Structure and Functions on the Indian economy over the last decade.,Biology,Cell Structure and Functions,39.2,0.39,305.0,119.0,15.0,Evaluate,Hard
666,"Design an experiment to demonstrate the properties of Acids, Bases and Salts.",Chemistry,"Acids, Bases and Salts",37.2,0.37,302.0,112.0,19.0,Create,Hard
670,State the law of Structure of the Atom.,Chemistry,Structure of the Atom,85.5,0.85,169.0,144.0,3.0,Remember,Easy
671,Write any two characteristics of The Rise of Nationalism in Europe.,History,The Rise of Nationalism in Europe,77.3,0.77,442.0,341.0,4.0,Understand,Easy
672,Mention the main components of Nationalism in India.,History,Nationalism in India,83.0,0.83,411.0,341.0,4.0,Remember,Easy
673,Explain the process of The Making of a Global World with the help of a labeled diagram.,History,The Making of a Global World,52.9,0.53,343.0,181.0,6.0,Apply,Medium
674,A student performs an experiment on The Age of Industrialisation. What observations would they record?,History,The Age of Industrialisation,61.9,0.62,414.0,256.0,7.0,Apply,Medium
675,How is Print Culture and the Modern World different from other concepts in this category?,History,Print Culture and the Modern World,72.3,0.72,436.0,315.0,3.0,Understand,Easy
676,Why is Resources and Development considered essential for the functioning of the system?,Geography,Resources and Development,66.0,0.66,160.0,105.0,6.0,Analyze,Medium
677,Suggest three measures to improve the efficiency of Agriculture.,Geography,Agriculture,26.2,0.26,498.0,130.0,16.0,Create,Hard
678,Design an experiment to demonstrate the properties of Minerals and Energy Resources.,Geography,Minerals and Energy Resources,22.4,0.22,479.0,107.0,14.0,Create,Hard
679,Design an experiment to demonstrate the properties of Manufacturing Industries.,Geography,Manufacturing Industries,42.2,0.42,282.0,119.0,10.0,Create,Hard
680,A student performs an experiment on Lifelines of National Economy. What observations would they record?,Geography,Lifelines of National Economy,51.6,0.52,366.0,188.0,7.0,Apply,Medium
681,Suggest three measures to improve the efficiency of Development.,Economics,Development,18.0,0.18,162.0,29.0,15.0,Create,Hard
682,Critically examine the role of Sectors of the Indian Economy in the current socio-political scenario.,Economics,Sectors of the Indian Economy,17.5,0.17,421.0,73.0,14.0,Evaluate,Hard
684,Define the term Globalization and the Indian Economy. Mention its SI unit.,Economics,Globalization and the Indian Economy,89.8,0.9,290.0,260.0,2.0,Remember,Easy
686,A student performs an experiment on C++ Programming. What observations would they record?,Computer Science,C++ Programming,54.5,0.55,331.0,180.0,7.0,Apply,Medium
687,Why is SQL Queries considered essential for the functioning of the system?,Computer Science,SQL Queries,68.7,0.69,491.0,337.0,5.0,Analyze,Medium
688,Critically examine the role of Python Lists and Tuples in the current socio-political scenario.,Computer Science,Python Lists and Tuples,20.8,0.21,585.0,121.0,12.0,Evaluate,Hard
690,How is Boolean Algebra different from other concepts in this category?,Computer Science,Boolean Algebra,84.5,0.85,311.0,262.0,2.0,Understand,Easy
695,Why is Magnetic Effects of Current considered essential for the functioning of the system?,Physics,Magnetic Effects of Current,50.1,0.5,598.0,299.0,8.0,Analyze,Medium
698,Define the term Work and Energy. Mention its SI unit.,Physics,Work and Energy,72.7,0.73,363.0,263.0,4.0,Remember,Easy
699,State the law of Gravitation.,Physics,Gravitation,73.8,0.74,452.0,333.0,2.0,Remember,Easy
701,Suggest three measures to improve the efficiency of Trigonometric Identities.,Mathematics,Trigonometric Identities,34.7,0.35,524.0,181.0,17.0,Create,Hard
703,A student performs an experiment on Surface Areas and Volumes. What observations would they record?,Mathematics,Surface Areas and Volumes,57.3,0.57,367.0,210.0,7.0,Apply,Medium
707,Define the term Life Processes. Mention its SI unit.,Biology,Life Processes,88.8,0.89,291.0,258.0,2.0,Remember,Easy
709,"Differentiate between Heredity and Evolution and its alternative, giving three points of distinction.",Biology,Heredity and Evolution,51.8,0.52,378.0,195.0,6.0,Analyze,Medium
711,Define the term Cell Structure and Functions. Mention its SI unit.,Biology,Cell Structure and Functions,70.9,0.71,251.0,177.0,3.0,Remember,Easy
714,State the law of Chemical Reactions and Equations.,Chemistry,Chemical Reactions and Equations,88.9,0.89,285.0,253.0,4.0,Remember,Easy
717,A student performs an experiment on Carbon and its Compounds. What observations would they record?,Chemistry,Carbon and its Compounds,66.3,0.66,590.0,390.0,5.0,Apply,Medium
718,Analyze the impact of Periodic Classification of Elements on the Indian economy over the last decade.,Chemistry,Periodic Classification of Elements,27.4,0.27,213.0,58.0,11.0,Evaluate,Hard
719,"Differentiate between Structure of the Atom and its alternative, giving three points of distinction.",Chemistry,Structure of the Atom,63.7,0.64,303.0,192.0,7.0,Analyze,Medium
720,How is The Rise of Nationalism in Europe different from other concepts in this category?,History,The Rise of Nationalism in Europe,77.5,0.77,219.0,169.0,3.0,Understand,Easy
721,"Differentiate between Nationalism in India and its alternative, giving three points of distinction.",History,Nationalism in India,45.4,0.45,503.0,228.0,9.0,Analyze,Medium
722,How is The Making of a Global World different from other concepts in this category?,History,The Making of a Global World,80.3,0.8,360.0,288.0,2.0,Understand,Easy
724,Mention the main components of Print Culture and the Modern World.,History,Print Culture and the Modern World,84.9,0.85,393.0,333.0,3.0,Remember,Easy
725,How does Resources and Development affect the overall outcome of the process? Explain.,Geography,Resources and Development,69.5,0.69,463.0,321.0,9.0,Analyze,Medium
727,Why is Minerals and Energy Resources considered essential for the functioning of the system?,Geography,Minerals and Energy Resources,57.3,0.57,251.0,143.0,7.0,Analyze,Medium
729,"In the context of Lifelines of National Economy, evaluate the statement: 'Prevention is better than cure.'",Geography,Lifelines of National Economy,42.5,0.43,300.0,127.0,15.0,Evaluate,Hard
732,A student performs an experiment on Money and Credit. What observations would they record?,Economics,Money and Credit,45.7,0.46,358.0,163.0,5.0,Apply,Medium
740,Analyze the impact of Cyber Safety on the Indian economy over the last decade.,Computer Science,Cyber Safety,31.9,0.32,490.0,156.0,15.0,Evaluate,Hard
743,Define the term Reflection and Refraction. Mention its SI unit.,Physics,Reflection and Refraction,76.1,0.76,298.0,226.0,3.0,Remember,Easy
745,A student performs an experiment on Human Eye and Colourful World. What observations would they record?,Physics,Human Eye and Colourful World,47.8,0.48,230.0,109.0,6.0,Apply,Medium
749,Mention the main components of Arithmetic Progressions.,Mathematics,Arithmetic Progressions,84.1,0.84,196.0,164.0,3.0,Remember,Easy
751,State the law of Coordinate Geometry.,Mathematics,Coordinate Geometry,77.3,0.77,287.0,221.0,3.0,Remember,Easy
752,Design an experiment to demonstrate the properties of Surface Areas and Volumes.,Mathematics,Surface Areas and Volumes,15.6,0.16,445.0,69.0,17.0,Create,Hard
753,State the law of Probability.,Mathematics,Probability,76.7,0.77,251.0,192.0,2.0,Remember,Easy
754,A student performs an experiment on Linear Equations in Two Variables. What observations would they record?,Mathematics,Linear Equations in Two Variables,56.8,0.57,347.0,197.0,9.0,Apply,Medium
755,Suggest three measures to improve the efficiency of Triangles and Circles.,Mathematics,Triangles and Circles,15.3,0.15,585.0,89.0,19.0,Create,Hard
759,Analyze the impact of Our Environment on the Indian economy over the last decade.,Biology,Our Environment,31.8,0.32,376.0,119.0,11.0,Evaluate,Hard
760,Explain the process of Cell Structure and Functions with the help of a labeled diagram.,Biology,Cell Structure and Functions,60.6,0.61,583.0,353.0,9.0,Apply,Medium
761,Discuss the challenges faced during the implementation of Tissues in a developing country.,Biology,Tissues,38.9,0.39,401.0,156.0,14.0,Evaluate,Hard
763,"Differentiate between Chemical Reactions and Equations and its alternative, giving three points of distinction.",Chemistry,Chemical Reactions and Equations,68.6,0.69,350.0,239.0,6.0,Analyze,Medium
765,Define the term Metals and Non-metals. Mention its SI unit.,Chemistry,Metals and Non-metals,80.4,0.8,281.0,226.0,3.0,Remember,Easy
766,Discuss the challenges faced during the implementation of Carbon and its Compounds in a developing country.,Chemistry,Carbon and its Compounds,17.2,0.17,534.0,91.0,12.0,Evaluate,Hard
770,Design an experiment to demonstrate the properties of Nationalism in India.,History,Nationalism in India,41.6,0.42,199.0,82.0,14.0,Create,Hard
772,What is meant by The Age of Industrialisation? Give one example.,History,The Age of Industrialisation,87.0,0.87,562.0,488.0,3.0,Remember,Easy
774,"Differentiate between Resources and Development and its alternative, giving three points of distinction.",Geography,Resources and Development,68.0,0.68,532.0,361.0,9.0,Analyze,Medium
775,Analyze the impact of Agriculture on the Indian economy over the last decade.,Geography,Agriculture,45.0,0.45,433.0,194.0,17.0,Evaluate,Hard
776,"In the context of Minerals and Energy Resources, evaluate the statement: 'Prevention is better than cure.'",Geography,Minerals and Energy Resources,17.9,0.18,328.0,58.0,16.0,Evaluate,Hard
777,State the law of Manufacturing Industries.,Geography,Manufacturing Industries,73.0,0.73,468.0,341.0,3.0,Remember,Easy
